Desc	Family ID	Hleu	Lpic	Lvar	Mglob	Pliv	Spurp_prefixed
(null)	OG0014117	0	3	0	0	0	0
(null)	OG0014118	0	1	1	0	0	1
(null)	OG0014119	0	3	0	0	0	0
(null)	OG0014120	0	2	0	0	1	0
(null)	OG0014121	0	1	0	0	0	2
(null)	OG0014122	0	1	2	0	0	0
(null)	OG0014123	0	3	0	0	0	0
(null)	OG0014124	0	2	0	0	0	1
(null)	OG0014125	0	1	1	1	0	0
(null)	OG0014126	0	2	1	0	0	0
(null)	OG0014127	0	1	1	0	1	0
(null)	OG0014128	0	1	2	0	0	0
(null)	OG0014129	0	1	0	0	0	2
(null)	OG0014130	0	1	0	0	0	2
(null)	OG0014131	0	1	1	1	0	0
(null)	OG0014132	0	1	1	1	0	0
(null)	OG0014133	0	1	1	0	0	1
(null)	OG0014134	0	1	0	1	0	1
(null)	OG0014135	0	1	1	0	0	1
(null)	OG0014136	0	1	1	0	0	1
(null)	OG0014137	0	2	1	0	0	0
(null)	OG0014138	0	1	1	0	1	0
(null)	OG0014139	0	1	1	0	1	0
(null)	OG0014140	0	1	1	0	0	1
(null)	OG0014141	0	1	1	0	0	1
(null)	OG0014142	0	1	1	0	1	0
(null)	OG0014143	0	1	0	0	2	0
(null)	OG0014144	0	2	1	0	0	0
(null)	OG0014145	0	3	0	0	0	0
(null)	OG0014146	0	1	2	0	0	0
(null)	OG0014147	0	1	1	0	1	0
(null)	OG0014148	0	3	0	0	0	0
(null)	OG0014149	0	2	1	0	0	0
(null)	OG0014150	0	1	2	0	0	0
(null)	OG0014151	0	1	2	0	0	0
(null)	OG0014152	0	1	1	0	1	0
(null)	OG0014153	0	1	1	1	0	0
(null)	OG0014154	0	1	0	0	1	1
(null)	OG0014155	0	1	0	0	1	1
(null)	OG0014156	0	1	2	0	0	0
(null)	OG0014157	0	1	1	0	1	0
(null)	OG0014158	0	1	0	0	2	0
(null)	OG0014159	0	1	2	0	0	0
(null)	OG0014160	0	1	0	0	1	1
(null)	OG0014161	0	2	1	0	0	0
(null)	OG0014162	0	1	1	1	0	0
(null)	OG0014163	0	2	1	0	0	0
(null)	OG0014164	0	1	1	0	0	1
(null)	OG0014165	0	2	1	0	0	0
(null)	OG0014166	0	1	1	0	1	0
(null)	OG0014167	0	1	1	0	1	0
(null)	OG0014168	0	1	0	0	2	0
(null)	OG0014169	0	1	1	0	1	0
(null)	OG0014170	0	1	1	0	0	1
(null)	OG0014171	0	1	1	0	0	1
(null)	OG0014172	0	1	0	1	1	0
(null)	OG0014173	0	1	1	0	1	0
(null)	OG0014174	0	1	1	0	1	0
(null)	OG0014175	0	1	1	0	0	1
(null)	OG0014176	0	1	2	0	0	0
(null)	OG0014177	0	2	0	0	0	1
(null)	OG0014178	0	1	1	0	0	1
(null)	OG0014179	0	1	1	1	0	0
(null)	OG0014180	0	1	1	0	0	1
(null)	OG0014181	0	2	1	0	0	0
(null)	OG0014182	0	1	1	0	0	1
(null)	OG0014183	0	3	0	0	0	0
(null)	OG0014184	0	1	2	0	0	0
(null)	OG0014185	0	2	1	0	0	0
(null)	OG0014186	0	2	0	0	0	1
(null)	OG0014187	0	3	0	0	0	0
(null)	OG0014188	0	1	0	0	2	0
(null)	OG0014189	0	1	2	0	0	0
(null)	OG0014190	0	2	1	0	0	0
(null)	OG0014191	0	0	3	0	0	0
(null)	OG0014192	0	0	3	0	0	0
(null)	OG0014193	0	0	1	1	1	0
(null)	OG0014194	0	0	3	0	0	0
(null)	OG0014195	0	0	1	1	0	1
(null)	OG0014196	0	0	2	0	1	0
(null)	OG0014197	0	0	1	1	0	1
(null)	OG0014198	0	0	1	0	1	1
(null)	OG0014199	0	0	1	0	0	2
(null)	OG0014200	0	0	1	0	1	1
(null)	OG0014201	0	0	1	1	1	0
(null)	OG0014202	0	0	3	0	0	0
(null)	OG0014203	0	0	1	0	2	0
(null)	OG0014204	0	0	1	2	0	0
(null)	OG0014205	0	0	2	0	0	1
(null)	OG0014206	0	0	2	0	0	1
(null)	OG0014207	0	0	1	0	1	1
(null)	OG0014208	0	0	1	1	1	0
(null)	OG0014209	0	0	2	0	1	0
(null)	OG0014210	0	0	2	1	0	0
(null)	OG0014211	0	0	2	0	0	1
(null)	OG0014212	0	0	2	1	0	0
(null)	OG0014213	0	0	1	0	0	2
(null)	OG0014214	0	0	1	0	1	1
(null)	OG0014215	0	0	1	1	1	0
(null)	OG0014216	0	0	1	0	1	1
(null)	OG0014217	0	0	3	0	0	0
(null)	OG0014218	0	0	1	0	1	1
(null)	OG0014219	0	0	3	0	0	0
(null)	OG0014220	0	0	2	0	0	1
(null)	OG0014221	0	0	1	1	1	0
(null)	OG0014222	0	0	1	1	1	0
(null)	OG0014223	0	0	3	0	0	0
(null)	OG0014224	0	0	3	0	0	0
(null)	OG0014225	0	0	2	0	0	1
(null)	OG0014226	0	0	1	1	1	0
(null)	OG0014227	0	0	1	1	0	1
(null)	OG0014228	0	0	1	0	0	2
(null)	OG0014229	0	0	1	0	0	2
(null)	OG0014230	0	0	1	2	0	0
(null)	OG0014231	0	0	3	0	0	0
(null)	OG0014232	0	0	1	1	1	0
(null)	OG0014233	0	0	3	0	0	0
(null)	OG0014234	0	0	1	1	0	1
(null)	OG0014235	0	0	1	2	0	0
(null)	OG0014236	0	0	2	0	1	0
(null)	OG0014237	0	0	1	2	0	0
(null)	OG0014238	0	0	2	0	1	0
(null)	OG0014239	0	0	2	0	0	1
(null)	OG0014240	0	0	3	0	0	0
(null)	OG0014241	0	0	2	1	0	0
(null)	OG0014242	0	0	3	0	0	0
(null)	OG0014243	0	0	1	1	0	1
(null)	OG0014244	0	0	2	1	0	0
(null)	OG0014245	0	0	3	0	0	0
(null)	OG0014246	0	0	3	0	0	0
(null)	OG0014247	0	0	1	0	1	1
(null)	OG0014248	0	0	1	1	0	1
(null)	OG0014249	0	0	1	0	1	1
(null)	OG0014250	0	0	1	1	0	1
(null)	OG0014251	0	0	1	1	0	1
(null)	OG0014252	0	0	2	0	0	1
(null)	OG0014253	0	0	3	0	0	0
(null)	OG0014254	0	0	1	2	0	0
(null)	OG0014255	0	0	1	0	2	0
(null)	OG0014256	0	0	1	0	1	1
(null)	OG0014257	0	0	1	1	0	1
(null)	OG0014258	0	0	1	2	0	0
(null)	OG0014259	0	0	1	2	0	0
(null)	OG0014260	0	0	1	0	0	2
(null)	OG0014261	0	0	2	0	1	0
(null)	OG0014262	0	0	1	0	1	1
(null)	OG0014263	0	0	1	1	1	0
(null)	OG0014264	0	0	1	0	1	1
(null)	OG0014265	0	0	1	0	1	1
(null)	OG0014266	0	0	1	0	1	1
(null)	OG0014267	0	0	0	2	1	0
(null)	OG0014268	0	0	0	3	0	0
(null)	OG0014269	0	0	0	3	0	0
(null)	OG0014270	0	0	0	3	0	0
(null)	OG0014271	0	0	0	1	1	1
(null)	OG0014272	0	0	0	1	2	0
(null)	OG0014273	0	0	0	3	0	0
(null)	OG0014274	0	0	0	2	0	1
(null)	OG0014275	0	0	0	2	1	0
(null)	OG0014276	0	0	0	3	0	0
(null)	OG0014277	0	0	0	3	0	0
(null)	OG0014278	0	0	0	3	0	0
(null)	OG0014279	0	0	0	3	0	0
(null)	OG0014280	0	0	0	3	0	0
(null)	OG0014281	0	0	0	1	1	1
(null)	OG0014282	0	0	0	1	1	1
(null)	OG0014283	0	0	0	3	0	0
(null)	OG0014284	0	0	0	3	0	0
(null)	OG0014285	0	0	0	3	0	0
(null)	OG0014286	0	0	0	3	0	0
(null)	OG0014287	0	0	0	3	0	0
(null)	OG0014288	0	0	0	3	0	0
(null)	OG0014289	0	0	0	3	0	0
(null)	OG0014290	0	0	0	3	0	0
(null)	OG0014291	0	0	0	2	1	0
(null)	OG0014292	0	0	0	2	1	0
(null)	OG0014293	0	0	0	3	0	0
(null)	OG0014294	0	0	0	2	1	0
(null)	OG0014295	0	0	0	3	0	0
(null)	OG0014296	0	0	0	1	1	1
(null)	OG0014297	0	0	0	2	1	0
(null)	OG0014298	0	0	0	1	0	2
(null)	OG0014299	0	0	0	1	2	0
(null)	OG0014300	0	0	0	2	1	0
(null)	OG0014301	0	0	0	1	0	2
(null)	OG0014302	0	0	0	1	1	1
(null)	OG0014303	0	0	0	2	1	0
(null)	OG0014304	0	0	0	3	0	0
(null)	OG0014305	0	0	0	3	0	0
(null)	OG0014306	0	0	0	1	1	1
(null)	OG0014307	0	0	0	2	1	0
(null)	OG0014308	0	0	0	1	2	0
(null)	OG0014309	0	0	0	1	1	1
(null)	OG0014310	0	0	0	2	0	1
(null)	OG0014311	0	0	0	1	1	1
(null)	OG0014312	0	0	0	2	1	0
(null)	OG0014313	0	0	0	1	2	0
(null)	OG0014314	0	0	0	3	0	0
(null)	OG0014315	0	0	0	3	0	0
(null)	OG0014316	0	0	0	1	1	1
(null)	OG0014317	0	0	0	3	0	0
(null)	OG0014318	0	0	0	3	0	0
(null)	OG0014319	0	0	0	2	1	0
(null)	OG0014320	0	0	0	2	0	1
(null)	OG0014321	0	0	0	2	1	0
(null)	OG0014322	0	0	0	1	0	2
(null)	OG0014323	0	0	0	1	1	1
(null)	OG0014324	0	0	0	3	0	0
(null)	OG0014325	0	0	0	1	1	1
(null)	OG0014326	0	0	0	2	0	1
(null)	OG0014327	0	0	0	1	1	1
(null)	OG0014328	0	0	0	1	2	0
(null)	OG0014329	0	0	0	1	0	2
(null)	OG0014330	0	0	0	1	1	1
(null)	OG0014331	0	0	0	3	0	0
(null)	OG0014332	0	0	0	1	1	1
(null)	OG0014333	0	0	0	1	2	0
(null)	OG0014334	0	0	0	1	1	1
(null)	OG0014335	0	0	0	1	2	0
(null)	OG0014336	0	0	0	1	1	1
(null)	OG0014337	0	0	0	1	2	0
(null)	OG0014338	0	0	0	1	2	0
(null)	OG0014339	0	0	0	1	1	1
(null)	OG0014340	0	0	0	3	0	0
(null)	OG0014341	0	0	0	3	0	0
(null)	OG0014342	0	0	0	2	0	1
(null)	OG0014343	0	0	0	1	1	1
(null)	OG0014344	0	0	0	1	1	1
(null)	OG0014345	0	0	0	2	1	0
(null)	OG0014346	0	0	0	1	1	1
(null)	OG0014347	0	0	0	1	1	1
(null)	OG0014348	0	0	0	1	1	1
(null)	OG0014349	0	0	0	1	1	1
(null)	OG0014350	0	0	0	1	2	0
(null)	OG0014351	0	0	0	0	3	0
(null)	OG0014352	0	0	0	0	1	2
(null)	OG0014353	0	0	0	0	3	0
(null)	OG0014354	0	0	0	0	2	1
(null)	OG0014355	0	0	0	0	3	0
(null)	OG0014356	0	0	0	0	3	0
(null)	OG0014357	0	0	0	0	3	0
(null)	OG0014358	0	0	0	0	3	0
(null)	OG0014359	0	0	0	0	3	0
(null)	OG0014360	0	0	0	0	3	0
(null)	OG0014361	0	0	0	0	3	0
(null)	OG0014362	0	0	0	0	3	0
(null)	OG0014363	0	0	0	0	3	0
(null)	OG0014364	0	0	0	0	1	2
(null)	OG0014365	0	0	0	0	3	0
(null)	OG0014366	0	0	0	0	3	0
(null)	OG0014367	0	0	0	0	3	0
(null)	OG0014368	0	0	0	0	1	2
(null)	OG0014369	0	0	0	0	1	2
(null)	OG0014370	0	0	0	0	3	0
(null)	OG0014371	0	0	0	0	3	0
(null)	OG0014372	0	0	0	0	3	0
(null)	OG0014373	0	0	0	0	3	0
(null)	OG0014374	0	0	0	0	3	0
(null)	OG0014375	0	0	0	0	3	0
(null)	OG0014376	0	0	0	0	1	2
(null)	OG0014377	0	0	0	0	3	0
(null)	OG0014378	0	0	0	0	1	2
(null)	OG0014379	0	0	0	0	3	0
(null)	OG0014380	0	0	0	0	3	0
(null)	OG0014381	0	0	0	0	3	0
(null)	OG0014382	0	0	0	0	3	0
(null)	OG0014383	0	0	0	0	3	0
(null)	OG0014384	0	0	0	0	3	0
(null)	OG0014385	0	0	0	0	1	2
(null)	OG0014386	0	0	0	0	3	0
(null)	OG0014387	0	0	0	0	3	0
(null)	OG0014388	0	0	0	0	3	0
(null)	OG0014389	0	0	0	0	1	2
(null)	OG0014390	0	0	0	0	3	0
(null)	OG0014391	0	0	0	0	2	1
(null)	OG0014392	0	0	0	0	3	0
(null)	OG0014393	0	0	0	0	3	0
(null)	OG0014394	0	0	0	0	3	0
(null)	OG0014395	0	0	0	0	3	0
(null)	OG0014396	0	0	0	0	3	0
(null)	OG0014397	0	0	0	0	3	0
(null)	OG0014398	0	0	0	0	3	0
(null)	OG0014399	0	0	0	0	3	0
(null)	OG0014400	0	0	0	0	1	2
(null)	OG0014401	0	0	0	0	3	0
(null)	OG0014402	0	0	0	0	2	1
(null)	OG0014403	0	0	0	0	1	2
(null)	OG0014404	0	0	0	0	1	2
(null)	OG0014405	0	0	0	0	1	2
(null)	OG0014406	0	0	0	0	1	2
(null)	OG0014407	0	0	0	0	1	2
(null)	OG0014408	0	0	0	0	1	2
(null)	OG0014409	0	0	0	0	1	2
(null)	OG0014410	0	0	0	0	2	1
(null)	OG0014411	0	0	0	0	3	0
(null)	OG0014412	0	0	0	0	2	1
(null)	OG0014413	0	0	0	0	1	2
(null)	OG0014414	0	0	0	0	1	2
(null)	OG0014415	0	0	0	0	0	3
(null)	OG0014416	0	0	0	0	0	3
(null)	OG0014417	0	0	0	0	0	3
(null)	OG0014418	0	0	0	0	0	3
(null)	OG0014419	0	0	0	0	0	3
(null)	OG0014420	0	0	0	0	0	3
(null)	OG0014421	0	0	0	0	0	3
(null)	OG0014422	0	0	0	0	0	3
(null)	OG0014423	0	0	0	0	0	3
(null)	OG0014424	0	0	0	0	0	3
(null)	OG0014425	0	0	0	0	0	3
(null)	OG0014426	0	0	0	0	0	3
(null)	OG0014427	0	0	0	0	0	3
(null)	OG0014428	0	0	0	0	0	3
(null)	OG0014429	0	0	0	0	0	3
(null)	OG0014430	0	0	0	0	0	3
(null)	OG0014431	0	0	0	0	0	3
(null)	OG0014432	0	0	0	0	0	3
(null)	OG0014433	0	0	0	0	0	3
(null)	OG0014434	0	0	0	0	0	3
(null)	OG0014435	0	0	0	0	0	3
(null)	OG0014436	0	0	0	0	0	3
(null)	OG0014437	0	0	0	0	0	3
(null)	OG0014438	0	0	0	0	0	3
(null)	OG0014439	0	0	0	0	0	3
(null)	OG0014440	0	0	0	0	0	3
(null)	OG0014441	0	0	0	0	0	3
(null)	OG0014442	0	0	0	0	0	3
(null)	OG0014443	0	0	0	0	0	3
(null)	OG0014444	0	0	0	0	0	3
(null)	OG0014445	0	0	0	0	0	3
(null)	OG0014446	0	0	0	0	0	3
(null)	OG0014447	1	0	0	0	0	1
(null)	OG0014448	2	0	0	0	0	0
(null)	OG0014449	1	0	0	1	0	0
(null)	OG0014450	2	0	0	0	0	0
(null)	OG0014451	2	0	0	0	0	0
(null)	OG0014452	1	0	0	0	1	0
(null)	OG0014453	2	0	0	0	0	0
(null)	OG0014454	2	0	0	0	0	0
(null)	OG0014455	2	0	0	0	0	0
(null)	OG0014456	2	0	0	0	0	0
(null)	OG0014457	2	0	0	0	0	0
(null)	OG0014458	2	0	0	0	0	0
(null)	OG0014459	2	0	0	0	0	0
(null)	OG0014460	2	0	0	0	0	0
(null)	OG0014461	2	0	0	0	0	0
(null)	OG0014462	2	0	0	0	0	0
(null)	OG0014463	2	0	0	0	0	0
(null)	OG0014464	2	0	0	0	0	0
(null)	OG0014465	2	0	0	0	0	0
(null)	OG0014466	2	0	0	0	0	0
(null)	OG0014467	2	0	0	0	0	0
(null)	OG0014468	2	0	0	0	0	0
(null)	OG0014469	2	0	0	0	0	0
(null)	OG0014470	2	0	0	0	0	0
(null)	OG0014471	2	0	0	0	0	0
(null)	OG0014472	2	0	0	0	0	0
(null)	OG0014473	1	0	0	0	1	0
(null)	OG0014474	2	0	0	0	0	0
(null)	OG0014475	2	0	0	0	0	0
(null)	OG0014476	2	0	0	0	0	0
(null)	OG0014477	2	0	0	0	0	0
(null)	OG0014478	2	0	0	0	0	0
(null)	OG0014479	2	0	0	0	0	0
(null)	OG0014480	2	0	0	0	0	0
(null)	OG0014481	2	0	0	0	0	0
(null)	OG0014482	2	0	0	0	0	0
(null)	OG0014483	2	0	0	0	0	0
(null)	OG0014484	2	0	0	0	0	0
(null)	OG0014485	2	0	0	0	0	0
(null)	OG0014486	2	0	0	0	0	0
(null)	OG0014487	1	0	0	0	1	0
(null)	OG0014488	2	0	0	0	0	0
(null)	OG0014489	2	0	0	0	0	0
(null)	OG0014490	1	0	0	0	1	0
(null)	OG0014491	2	0	0	0	0	0
(null)	OG0014492	2	0	0	0	0	0
(null)	OG0014493	2	0	0	0	0	0
(null)	OG0014494	2	0	0	0	0	0
(null)	OG0014495	2	0	0	0	0	0
(null)	OG0014496	2	0	0	0	0	0
(null)	OG0014497	2	0	0	0	0	0
(null)	OG0014498	2	0	0	0	0	0
(null)	OG0014499	2	0	0	0	0	0
(null)	OG0014500	2	0	0	0	0	0
(null)	OG0014501	2	0	0	0	0	0
(null)	OG0014502	2	0	0	0	0	0
(null)	OG0014503	2	0	0	0	0	0
(null)	OG0014504	2	0	0	0	0	0
(null)	OG0014505	2	0	0	0	0	0
(null)	OG0014506	2	0	0	0	0	0
(null)	OG0014507	2	0	0	0	0	0
(null)	OG0014508	2	0	0	0	0	0
(null)	OG0014509	2	0	0	0	0	0
(null)	OG0014510	2	0	0	0	0	0
(null)	OG0014511	2	0	0	0	0	0
(null)	OG0014512	2	0	0	0	0	0
(null)	OG0014513	2	0	0	0	0	0
(null)	OG0014514	2	0	0	0	0	0
(null)	OG0014515	1	0	0	1	0	0
(null)	OG0014516	2	0	0	0	0	0
(null)	OG0014517	2	0	0	0	0	0
(null)	OG0014518	2	0	0	0	0	0
(null)	OG0014519	2	0	0	0	0	0
(null)	OG0014520	2	0	0	0	0	0
(null)	OG0014521	2	0	0	0	0	0
(null)	OG0014522	1	1	0	0	0	0
(null)	OG0014523	2	0	0	0	0	0
(null)	OG0014524	2	0	0	0	0	0
(null)	OG0014525	2	0	0	0	0	0
(null)	OG0014526	2	0	0	0	0	0
(null)	OG0014527	2	0	0	0	0	0
(null)	OG0014528	2	0	0	0	0	0
(null)	OG0014529	2	0	0	0	0	0
(null)	OG0014530	2	0	0	0	0	0
(null)	OG0014531	2	0	0	0	0	0
(null)	OG0014532	1	0	0	0	1	0
(null)	OG0014533	2	0	0	0	0	0
(null)	OG0014534	2	0	0	0	0	0
(null)	OG0014535	2	0	0	0	0	0
(null)	OG0014536	2	0	0	0	0	0
(null)	OG0014537	2	0	0	0	0	0
(null)	OG0014538	1	0	0	0	1	0
(null)	OG0014539	2	0	0	0	0	0
(null)	OG0014540	2	0	0	0	0	0
(null)	OG0014541	2	0	0	0	0	0
(null)	OG0014542	2	0	0	0	0	0
(null)	OG0014543	2	0	0	0	0	0
(null)	OG0014544	2	0	0	0	0	0
(null)	OG0014545	2	0	0	0	0	0
(null)	OG0014546	2	0	0	0	0	0
(null)	OG0014547	2	0	0	0	0	0
(null)	OG0014548	1	0	0	0	1	0
(null)	OG0014549	2	0	0	0	0	0
(null)	OG0014550	1	0	0	0	1	0
(null)	OG0014551	2	0	0	0	0	0
(null)	OG0014552	1	0	0	0	0	1
(null)	OG0014553	1	0	0	1	0	0
(null)	OG0014554	2	0	0	0	0	0
(null)	OG0014555	2	0	0	0	0	0
(null)	OG0014556	2	0	0	0	0	0
(null)	OG0014557	2	0	0	0	0	0
(null)	OG0014558	2	0	0	0	0	0
(null)	OG0014559	2	0	0	0	0	0
(null)	OG0014560	2	0	0	0	0	0
(null)	OG0014561	1	0	0	0	1	0
(null)	OG0014562	2	0	0	0	0	0
(null)	OG0014563	2	0	0	0	0	0
(null)	OG0014564	2	0	0	0	0	0
(null)	OG0014565	2	0	0	0	0	0
(null)	OG0014566	2	0	0	0	0	0
(null)	OG0014567	2	0	0	0	0	0
(null)	OG0014568	2	0	0	0	0	0
(null)	OG0014569	2	0	0	0	0	0
(null)	OG0014570	2	0	0	0	0	0
(null)	OG0014571	2	0	0	0	0	0
(null)	OG0014572	2	0	0	0	0	0
(null)	OG0014573	2	0	0	0	0	0
(null)	OG0014574	2	0	0	0	0	0
(null)	OG0014575	2	0	0	0	0	0
(null)	OG0014576	2	0	0	0	0	0
(null)	OG0014577	1	0	0	1	0	0
(null)	OG0014578	1	0	0	0	1	0
(null)	OG0014579	2	0	0	0	0	0
(null)	OG0014580	1	0	0	0	1	0
(null)	OG0014581	2	0	0	0	0	0
(null)	OG0014582	2	0	0	0	0	0
(null)	OG0014583	2	0	0	0	0	0
(null)	OG0014584	2	0	0	0	0	0
(null)	OG0014585	2	0	0	0	0	0
(null)	OG0014586	2	0	0	0	0	0
(null)	OG0014587	2	0	0	0	0	0
(null)	OG0014588	2	0	0	0	0	0
(null)	OG0014589	2	0	0	0	0	0
(null)	OG0014590	2	0	0	0	0	0
(null)	OG0014591	1	1	0	0	0	0
(null)	OG0014592	1	0	0	0	1	0
(null)	OG0014593	2	0	0	0	0	0
(null)	OG0014594	2	0	0	0	0	0
(null)	OG0014595	2	0	0	0	0	0
(null)	OG0014596	2	0	0	0	0	0
(null)	OG0014597	2	0	0	0	0	0
(null)	OG0014598	2	0	0	0	0	0
(null)	OG0014599	2	0	0	0	0	0
(null)	OG0014600	2	0	0	0	0	0
(null)	OG0014601	2	0	0	0	0	0
(null)	OG0014602	2	0	0	0	0	0
(null)	OG0014603	1	0	0	0	1	0
(null)	OG0014604	2	0	0	0	0	0
(null)	OG0014605	2	0	0	0	0	0
(null)	OG0014606	1	0	1	0	0	0
(null)	OG0014607	2	0	0	0	0	0
(null)	OG0014608	2	0	0	0	0	0
(null)	OG0014609	2	0	0	0	0	0
(null)	OG0014610	1	0	0	0	1	0
(null)	OG0014611	2	0	0	0	0	0
(null)	OG0014612	2	0	0	0	0	0
(null)	OG0014613	2	0	0	0	0	0
(null)	OG0014614	2	0	0	0	0	0
(null)	OG0014615	2	0	0	0	0	0
(null)	OG0014616	2	0	0	0	0	0
(null)	OG0014617	2	0	0	0	0	0
(null)	OG0014618	1	0	0	0	1	0
(null)	OG0014619	2	0	0	0	0	0
(null)	OG0014620	2	0	0	0	0	0
(null)	OG0014621	2	0	0	0	0	0
(null)	OG0014622	1	1	0	0	0	0
(null)	OG0014623	2	0	0	0	0	0
(null)	OG0014624	2	0	0	0	0	0
(null)	OG0014625	2	0	0	0	0	0
(null)	OG0014626	2	0	0	0	0	0
(null)	OG0014627	2	0	0	0	0	0
(null)	OG0014628	2	0	0	0	0	0
(null)	OG0014629	2	0	0	0	0	0
(null)	OG0014630	2	0	0	0	0	0
(null)	OG0014631	2	0	0	0	0	0
(null)	OG0014632	2	0	0	0	0	0
(null)	OG0014633	2	0	0	0	0	0
(null)	OG0014634	2	0	0	0	0	0
(null)	OG0014635	2	0	0	0	0	0
(null)	OG0014636	2	0	0	0	0	0
(null)	OG0014637	2	0	0	0	0	0
(null)	OG0014638	2	0	0	0	0	0
(null)	OG0014639	2	0	0	0	0	0
(null)	OG0014640	2	0	0	0	0	0
(null)	OG0014641	1	0	0	0	1	0
(null)	OG0014642	2	0	0	0	0	0
(null)	OG0014643	2	0	0	0	0	0
(null)	OG0014644	2	0	0	0	0	0
(null)	OG0014645	2	0	0	0	0	0
(null)	OG0014646	2	0	0	0	0	0
(null)	OG0014647	2	0	0	0	0	0
(null)	OG0014648	2	0	0	0	0	0
(null)	OG0014649	2	0	0	0	0	0
(null)	OG0014650	2	0	0	0	0	0
(null)	OG0014651	2	0	0	0	0	0
(null)	OG0014652	2	0	0	0	0	0
(null)	OG0014653	2	0	0	0	0	0
(null)	OG0014654	2	0	0	0	0	0
(null)	OG0014655	2	0	0	0	0	0
(null)	OG0014656	2	0	0	0	0	0
(null)	OG0014657	2	0	0	0	0	0
(null)	OG0014658	2	0	0	0	0	0
(null)	OG0014659	2	0	0	0	0	0
(null)	OG0014660	1	0	0	0	1	0
(null)	OG0014661	2	0	0	0	0	0
(null)	OG0014662	2	0	0	0	0	0
(null)	OG0014663	1	1	0	0	0	0
(null)	OG0014664	2	0	0	0	0	0
(null)	OG0014665	2	0	0	0	0	0
(null)	OG0014666	2	0	0	0	0	0
(null)	OG0014667	2	0	0	0	0	0
(null)	OG0014668	2	0	0	0	0	0
(null)	OG0014669	2	0	0	0	0	0
(null)	OG0014670	1	0	0	0	1	0
(null)	OG0014671	1	0	0	0	1	0
(null)	OG0014672	1	0	0	0	1	0
(null)	OG0014673	2	0	0	0	0	0
(null)	OG0014674	2	0	0	0	0	0
(null)	OG0014675	2	0	0	0	0	0
(null)	OG0014676	1	1	0	0	0	0
(null)	OG0014677	2	0	0	0	0	0
(null)	OG0014678	2	0	0	0	0	0
(null)	OG0014679	2	0	0	0	0	0
(null)	OG0014680	1	1	0	0	0	0
(null)	OG0014681	2	0	0	0	0	0
(null)	OG0014682	2	0	0	0	0	0
(null)	OG0014683	2	0	0	0	0	0
(null)	OG0014684	2	0	0	0	0	0
(null)	OG0014685	2	0	0	0	0	0
(null)	OG0014686	2	0	0	0	0	0
(null)	OG0014687	2	0	0	0	0	0
(null)	OG0014688	1	0	0	0	1	0
(null)	OG0014689	2	0	0	0	0	0
(null)	OG0014690	2	0	0	0	0	0
(null)	OG0014691	2	0	0	0	0	0
(null)	OG0014692	2	0	0	0	0	0
(null)	OG0014693	2	0	0	0	0	0
(null)	OG0014694	2	0	0	0	0	0
(null)	OG0014695	2	0	0	0	0	0
(null)	OG0014696	2	0	0	0	0	0
(null)	OG0014697	2	0	0	0	0	0
(null)	OG0014698	2	0	0	0	0	0
(null)	OG0014699	2	0	0	0	0	0
(null)	OG0014700	2	0	0	0	0	0
(null)	OG0014701	2	0	0	0	0	0
(null)	OG0014702	2	0	0	0	0	0
(null)	OG0014703	2	0	0	0	0	0
(null)	OG0014704	1	0	0	0	1	0
(null)	OG0014705	2	0	0	0	0	0
(null)	OG0014706	2	0	0	0	0	0
(null)	OG0014707	1	0	0	0	1	0
(null)	OG0014708	1	0	0	0	1	0
(null)	OG0014709	2	0	0	0	0	0
(null)	OG0014710	2	0	0	0	0	0
(null)	OG0014711	2	0	0	0	0	0
(null)	OG0014712	2	0	0	0	0	0
(null)	OG0014713	2	0	0	0	0	0
(null)	OG0014714	2	0	0	0	0	0
(null)	OG0014715	2	0	0	0	0	0
(null)	OG0014716	2	0	0	0	0	0
(null)	OG0014717	2	0	0	0	0	0
(null)	OG0014718	2	0	0	0	0	0
(null)	OG0014719	2	0	0	0	0	0
(null)	OG0014720	1	0	0	0	0	1
(null)	OG0014721	2	0	0	0	0	0
(null)	OG0014722	2	0	0	0	0	0
(null)	OG0014723	2	0	0	0	0	0
(null)	OG0014724	2	0	0	0	0	0
(null)	OG0014725	2	0	0	0	0	0
(null)	OG0014726	1	0	0	0	1	0
(null)	OG0014727	1	0	0	0	1	0
(null)	OG0014728	2	0	0	0	0	0
(null)	OG0014729	2	0	0	0	0	0
(null)	OG0014730	2	0	0	0	0	0
(null)	OG0014731	1	0	0	0	0	1
(null)	OG0014732	2	0	0	0	0	0
(null)	OG0014733	1	0	0	0	1	0
(null)	OG0014734	2	0	0	0	0	0
(null)	OG0014735	2	0	0	0	0	0
(null)	OG0014736	2	0	0	0	0	0
(null)	OG0014737	2	0	0	0	0	0
(null)	OG0014738	2	0	0	0	0	0
(null)	OG0014739	2	0	0	0	0	0
(null)	OG0014740	2	0	0	0	0	0
(null)	OG0014741	2	0	0	0	0	0
(null)	OG0014742	2	0	0	0	0	0
(null)	OG0014743	2	0	0	0	0	0
(null)	OG0014744	2	0	0	0	0	0
(null)	OG0014745	2	0	0	0	0	0
(null)	OG0014746	2	0	0	0	0	0
(null)	OG0014747	2	0	0	0	0	0
(null)	OG0014748	2	0	0	0	0	0
(null)	OG0014749	2	0	0	0	0	0
(null)	OG0014750	2	0	0	0	0	0
